Start	End	Biotype	Strand	Name	Product	Bnb	JWnb	ECKnb
292444	293142	protein_coding	C	yagL	DNA-binding protein	b0278	JW0272	ECK0277
293169	294023	protein_coding	C	yagM	hypothetical protein	b0279	JW0273	ECK0278
294363	294803	protein_coding	C	yagN	hypothetical protein	b0280	JW0274	ECK0279
294920	296320	protein_coding	C	intF	predicted phage integrase	b0281	JW0275	ECK0280
296605	297015	protein_coding	C	yagP	predicted transcriptional regulator	b0282	JW0276	ECK0281
296994	297950	protein_coding	C	yagQ	conserved hypothetical protein	b0283	JW0277	ECK0282
297960	300158	protein_coding	C	yagR	predicted oxidoreductase with molybdenum-binding domain	b0284	JW0278	ECK0283
300155	301111	protein_coding	C	yagS	predicted oxidoreductase with FAD-binding domain	b0285	JW0279	ECK0284
301108	301797	protein_coding	C	yagT	predicted xanthine dehydrogenase%2C 2Fe-2S subunit	b0286	JW0280	ECK0285
302215	302829	protein_coding	D	yagU	conserved inner membrane protein	b0287	JW0281	ECK0286
303077	303406	protein_coding	C	ykgJ	predicted ferredoxin	b0288	JW0282	ECK0287
303719	304429	protein_coding	C	yagV	conserved hypothetical protein	b0289	JW5030	ECK0288
304398	306041	protein_coding	C	yagW	predicted receptor	b0290	JW0284	ECK0289
306031	308556	protein_coding	C	yagX	predicted aromatic compound dioxygenase	b0291	JW0285	ECK0290
308582	309250	protein_coding	C	yagY	hypothetical protein	b0292	JW0286	ECK0291
309308	309895	protein_coding	C	yagZ	conserved hypothetical protein	b0293	JW0287	ECK0292
309970	310560	protein_coding	C	ykgK	predicted regulator	b0294	JW5031	ECK0293
311336	311563	protein_coding	D	ykgL	hypothetical protein	b0295	JW5033	ECK0294
313581	314468	protein_coding	D	eaeH	attaching and effacing protein%2C pathogenesis factor	b0297	JW0291	ECK0297
314506	314814	protein_coding	D	insE	IS3 element protein	b0298	JW5036	ECK0298
314811	315677	protein_coding	D	insF	IS3 element protein InsF	b0299	JW0293	ECK0299
315674	316360	protein_coding	C	ykgA	predicted DNA-binding transcriptional regulator	b0300	JW5037	ECK0300
316950	317543	protein_coding	C	ykgB	conserved inner membrane protein	b0301	JW5038	ECK0301
317555	317791	protein_coding	C	ykgI	hypothetical protein	b0303	JW5039	ECK0302
317900	319225	protein_coding	C	ykgC	predicted oxidoreductase with FAD/NAD(P)-binding domain and dimerization domain	b0304	JW5040	ECK0303
319451	320305	protein_coding	D	ykgD	predicted DNA-binding transcriptional regulator	b0305	JW0298	ECK0304
320832	321551	protein_coding	D	ykgE	predicted oxidoreductase	b0306	JW5041	ECK0305
321562	322989	protein_coding	D	ykgF	predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain	b0307	JW0300	ECK0306
322982	323677	protein_coding	D	ykgG	predicted transporter	b0308	JW5042	ECK0307
323920	324588	protein_coding	C	ykgH	predicted inner membrane protein	b0310	JW0302	ECK0308
324801	326471	protein_coding	C	betA	choline dehydrogenase%2C a flavoprotein	b0311	JW0303	ECK0309
326485	327957	protein_coding	C	betB	betaine aldehyde dehydrogenase%2C NAD-dependent	b0312	JW0304	ECK0310
327971	328558	protein_coding	C	betI	DNA-binding transcriptional repressor	b0313	JW0305	ECK0311
328687	330720	protein_coding	D	betT	choline transporter of high affinity	b0314	JW0306	ECK0312
331595	332683	protein_coding	D	yahA	predicted DNA-binding transcriptional regulator	b0315	JW0307	ECK0313
332725	333657	protein_coding	C	yahB	predicted DNA-bindng transcriptional regulator	b0316	JW0308	ECK0314
333749	334246	protein_coding	C	yahC	predicted inner membrane protein	b0317	JW0309	ECK0315
334504	335109	protein_coding	D	yahD	predicted transcriptional regulator with ankyrin domain	b0318	JW0310	ECK0316
335149	336012	protein_coding	D	yahE	hypothetical protein	b0319	JW0311	ECK0317
336002	337549	protein_coding	D	yahF	predicted acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain	b0320	JW0312	ECK0318
337549	338967	protein_coding	D	yahG	conserved hypothetical protein	b0321	JW0313	ECK0319
339017	339313	protein_coding	D	yahH	hypothetical protein	b0322	JW5893	ECK0320
339389	340339	protein_coding	D	yahI	predicted carbamate kinase-like protein	b0323	JW0315	ECK0321
340349	341731	protein_coding	D	yahJ	predicted deaminase with metallo-dependent hydrolase domain	b0324	JW0316	ECK0322
342108	343157	protein_coding	D	yahK	predicted oxidoreductase%2C Zn-dependent and NAD(P)-binding	b0325	JW0317	ECK0323
343400	344215	protein_coding	D	yahL	hypothetical protein	b0326	JW0318	ECK0324
344628	344873	protein_coding	D	yahM	hypothetical protein	b0327	JW5044	ECK0325
344890	345561	protein_coding	C	yahN	neutral amino-acid efflux system	b0328	JW0320	ECK0326
345708	345983	protein_coding	D	yahO	hypothetical protein	b0329	JW0321	ECK0327
346081	347667	protein_coding	C	prpR	DNA-binding transcriptional regulator	b0330	JW0322	ECK0328
347906	348796	protein_coding	D	prpB	2-methylisocitrate lyase	b0331	JW0323	ECK0329
349236	350405	protein_coding	D	prpC	2-methylcitrate synthase	b0333	JW0324	ECK0330
350439	351890	protein_coding	D	prpD	2-methylcitrate dehydratase	b0334	JW0325	ECK0331
351930	353816	protein_coding	D	prpE	predicted propionyl-CoA synthetase with ATPase domain	b0335	JW0326	ECK0332
354146	355405	protein_coding	D	codB	cytosine transporter	b0336	JW0327	ECK0333
355395	356678	protein_coding	D	codA	cytosine deaminase	b0337	JW0328	ECK0334
357015	357914	protein_coding	C	cynR	DNA-binding transcriptional dual regulator	b0338	JW5894	ECK0335
358023	358682	protein_coding	D	cynT	carbonic anhydrase	b0339	JW0330	ECK0336
358713	359183	protein_coding	D	cynS	cyanate aminohydrolase	b0340	JW0331	ECK0337
359216	360370	protein_coding	D	cynX	predicted cyanate transporter	b0341	JW0332	ECK0338
360473	361084	protein_coding	C	lacA	thiogalactoside acetyltransferase	b0342	JW0333	ECK0339
361150	362403	protein_coding	C	lacY	lactose/galactose transporter	b0343	JW0334	ECK0340
362455	365529	protein_coding	C	lacZ	beta-D-galactosidase	b0344	JW0335	ECK0341
365652	366734	protein_coding	C	lacI	DNA-binding transcriptional repressor	b0345	JW0336	ECK0342
366811	367758	protein_coding	C	mhpR	DNA-binding transcriptional activator%2C 3HPP-binding	b0346	JW0337	ECK0343
367835	369499	protein_coding	D	mhpA	3-(3-hydroxyphenyl)propionate hydroxylase	b0347	JW0338	ECK0344
369501	370445	protein_coding	D	mhpB	2%2C3-dihydroxyphenylpropionate 1%2C2-dioxygenase	b0348	JW0339	ECK0345
370448	371329	protein_coding	D	mhpC	2-hydroxy-6-ketonona-2%2C4-dienedioic acid hydrolase	b0349	JW0340	ECK0346
371339	372148	protein_coding	D	mhpD	2-keto-4-pentenoate hydratase	b0350	JW0341	ECK0347
372145	373095	protein_coding	D	mhpF	acetaldehyde-CoA dehydrogenase II%2C NAD-binding	b0351	JW0342	ECK0348
373092	374105	protein_coding	D	mhpE	4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase%2C class I	b0352	JW0343	ECK0349
374683	375894	protein_coding	D	mhpT	predicted 3-hydroxyphenylpropionic transporter	b0353	JW5046	ECK0350
375996	376535	protein_coding	D	yaiL	nucleoprotein/polynucleotide-associated enzyme	b0354	JW0345	ECK0351
376759	377592	protein_coding	C	frmB	predicted esterase	b0355	JW0346	ECK0352
377686	378795	protein_coding	C	frmA	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase	b0356	JW0347	ECK0353
378830	379105	protein_coding	C	frmR	regulator protein that represses frmRAB operon	b0357	JW0348	ECK0354
379293	380066	protein_coding	C	yaiO	hypothetical protein	b0358	JW0349	ECK0355
380530	380940	protein_coding	D	insC	IS2 insertion element repressor InsA	b0360	JW0351	ECK0357
380898	381803	protein_coding	D	insD	IS2 insertion element transposase InsAB'	b0361	JW0352	ECK0358
381728	382114	protein_coding	C	yaiF	hypothetical protein	b0362	JW5814	ECK0359
381963	383159	protein_coding	C	yaiP	predicted glucosyltransferase	b0363	JW0355	ECK0360
383283	383840	protein_coding	C	yaiS	conserved hypothetical protein	b0364	JW0356	ECK0361
384456	385418	protein_coding	D	tauA	taurine transporter subunit	b0365	JW0357	ECK0362
385431	386198	protein_coding	D	tauB	taurine transporter subunit	b0366	JW0358	ECK0363
386195	387022	protein_coding	D	tauC	taurine transporter subunit	b0367	JW0359	ECK0364
387019	387870	protein_coding	D	tauD	taurine dioxygenase%2C 2-oxoglutarate-dependent	b0368	JW0360	ECK0365
387977	388951	protein_coding	C	hemB	porphobilinogen synthase	b0369	JW0361	ECK0366
389121	389339	protein_coding	C	ykiB	hypothetical protein	b0370	JW5049	ECK0367
389475	390935	protein_coding	D	yaiT	hypothetical protein	b0371	JW0362	ECK0368
390963	391829	protein_coding	C	insF-2	IS3 element protein InsF	b0372	JW0363	ECK0299
391826	392134	protein_coding	C	insE-2	IS3 element protein	b0373	JW5050	ECK0298
392239	393642	protein_coding	D	yaiU	hypothetical protein	b0374	JW5051	ECK0369
393685	394353	protein_coding	D	yaiV	predicted DNA-binding transcriptional regulator	b0375	JW0366	ECK0370
394354	395511	protein_coding	C	ampH	beta-lactamase/D-alanine carboxypeptidase	b0376	JW5052	ECK0371
395863	397083	protein_coding	D	sbmA	predicted transporter	b0377	JW0368	ECK0372
397096	398190	protein_coding	D	yaiW	predicted DNA-binding transcriptional regulator	b0378	JW0369	ECK0373
398249	398557	protein_coding	C	yaiY	predicted inner membrane protein	b0379	JW0370	ECK0374
398817	399029	protein_coding	D	yaiZ	predicted inner membrane protein	b0380	JW5053	ECK0375
399053	400147	protein_coding	C	ddlA	D-alanine-D-alanine ligase A	b0381	JW0372	ECK0376
400610	400870	protein_coding	D	yaiB	hypothetical protein	b0382	JW0373	ECK0377
400971	402386	protein_coding	D	phoA	alkaline phosphatase	b0383	JW0374	ECK0378
402505	402825	protein_coding	D	psiF	conserved hypothetical protein	b0384	JW5054	ECK0379
402927	404042	protein_coding	D	yaiC	predicted diguanylate cyclase	b0385	JW0376	ECK0380
404059	404868	protein_coding	C	proC	pyrroline-5-carboxylate reductase%2C NAD(P)-binding	b0386	JW0377	ECK0381
404988	405446	protein_coding	D	yaiI	conserved hypothetical protein	b0387	JW0378	ECK0382
405629	406153	protein_coding	D	aroL	shikimate kinase II	b0388	JW0379	ECK0383
406203	406394	protein_coding	D	yaiA	hypothetical protein	b0389	JW0380	ECK0384
406652	407329	protein_coding	D	aroM	conserved hypothetical protein	b0390	JW0381	ECK0385
407401	407685	protein_coding	D	yaiE	conserved hypothetical protein	b0391	JW0382	ECK0386
407893	408174	protein_coding	D	ykiA	hypothetical protein	b0392	JW0383	ECK0387
408332	409243	protein_coding	C	rdgC	DNA-binding protein%2C non-specific	b0393	JW0384	ECK0388
409368	410276	protein_coding	D	mak	manno(fructo)kinase	b0394	JW0385	ECK0389
410521	411705	protein_coding	C	araJ	predicted transporter	b0396	JW0386	ECK0390
411831	414977	protein_coding	C	sbcC	exonuclease%2C dsDNA%2C ATP-dependent	b0397	JW0387	ECK0391
414974	416176	protein_coding	C	sbcD	exonuclease%2C dsDNA%2C ATP-dependent	b0398	JW0388	ECK0392
416366	417055	protein_coding	D	phoB	DNA-binding response regulator in two-component regulatory system with PhoR (or CreC)	b0399	JW0389	ECK0393
417113	418408	protein_coding	D	phoR	sensory histidine kinase in two-component regulatory system with PhoB	b0400	JW0390	ECK0394
418815	420134	protein_coding	D	brnQ	predicted branched chain amino acid transporter	b0401	JW0391	ECK0395
420210	421583	protein_coding	D	proY	predicted cryptic proline transporter	b0402	JW5055	ECK0396
421739	423556	protein_coding	D	malZ	maltodextrin glucosidase	b0403	JW0393	ECK0397
423561	424142	protein_coding	C	yajB	conserved hypothetical protein	b0404	JW0394	ECK0398
424235	425305	protein_coding	D	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	b0405	JW0395	ECK0399
425361	426488	protein_coding	D	tgt	tRNA-guanine transglycosylase	b0406	JW0396	ECK0400
426511	426843	protein_coding	D	yajC	SecYEG protein translocase auxillary subunit	b0407	JW0397	ECK0401
426871	428718	protein_coding	D	secD	SecYEG protein translocase auxillary subunit	b0408	JW0398	ECK0402
428729	429700	protein_coding	D	secF	SecYEG protein translocase auxillary subunit	b0409	JW0399	ECK0403
429829	430176	protein_coding	D	yajD	conserved hypothetical protein	b0410	JW0400	ECK0404
430353	431237	protein_coding	C	tsx	nucleoside channel%2C receptor of phage T6 and colicin K	b0411	JW0401	ECK0405
431536	432075	protein_coding	C	yajI	predicted lipoprotein	b0412	JW5056	ECK0406
432226	432675	protein_coding	D	ybaD	conserved hypothetical protein	b0413	JW0403	ECK0407
432679	433782	protein_coding	D	ribD	fused diaminohydroxyphosphoribosylaminopyrimidin e deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	b0414	JW0404	ECK0408
433871	434341	protein_coding	D	ribE	riboflavin synthase beta chain	b0415	JW0405	ECK0409
434361	434780	protein_coding	D	nusB	transcription antitermination protein	b0416	JW0406	ECK0410
434858	435835	protein_coding	D	thiL	thiamin-monophosphate kinase	b0417	JW0407	ECK0411
435813	436331	protein_coding	D	pgpA	phosphatidylglycerophosphatase A	b0418	JW0408	ECK0412
436385	437359	protein_coding	C	yajO	predicted oxidoreductase%2C NAD(P)-binding	b0419	JW0409	ECK0413
437539	439401	protein_coding	C	dxs	1-deoxyxylulose-5-phosphate synthase%2C thiamine-requiring%2C FAD-requiring	b0420	JW0410	ECK0414
439426	440325	protein_coding	C	ispA	geranyltranstransferase	b0421	JW0411	ECK0415
440325	440567	protein_coding	C	xseB	exonuclease VII small subunit	b0422	JW0412	ECK0416
440773	442221	protein_coding	D	thiI	sulfurtransferase required for thiamine and 4-thiouridine biosynthesis	b0423	JW0413	ECK0417
442275	442865	protein_coding	C	yajL	conserved hypothetical protein	b0424	JW5057	ECK0418
442828	443739	protein_coding	C	panE	2-dehydropantoate reductase%2C NADPH-specific	b0425	JW0415	ECK0419
443907	444398	protein_coding	D	yajQ	predicted nucleotide binding protein	b0426	JW5058	ECK0420
444526	445890	protein_coding	C	yajR	predicted transporter	b0427	JW5059	ECK0421
446039	446929	protein_coding	C	cyoE	protoheme IX farnesyltransferase	b0428	JW0418	ECK0422
446941	447270	protein_coding	C	cyoD	cytochrome o ubiquinol oxidase subunit IV	b0429	JW0419	ECK0423
447270	447884	protein_coding	C	cyoC	cytochrome o ubiquinol oxidase subunit III	b0430	JW0420	ECK0424
447874	449865	protein_coding	C	cyoB	cytochrome o ubiquinol oxidase subunit I	b0431	JW0421	ECK0425
449887	450834	protein_coding	C	cyoA	cytochrome o ubiquinol oxidase subunit II	b0432	JW0422	ECK0426
451294	452769	protein_coding	C	ampG	muropeptide transporter	b0433	JW0423	ECK0427
452813	453391	protein_coding	C	yajG	predicted lipoprotein	b0434	JW0424	ECK0428
453696	454013	protein_coding	D	bolA	regulator of penicillin binding proteins and beta lactamase transcription (morphogene)	b0435	JW5060	ECK0429
454357	455655	protein_coding	D	tig	peptidyl-prolyl cis/trans isomerase	b0436	JW0426	ECK0430
455901	456524	protein_coding	D	clpP	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	b0437	JW0427	ECK0431
456650	457924	protein_coding	D	clpX	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease	b0438	JW0428	ECK0432
458112	460466	protein_coding	D	lon	DNA-binding ATP-dependent protease La	b0439	JW0429	ECK0433
460675	460947	protein_coding	D	hupB	HU%2C DNA-binding transcriptional regulator%2C beta subunit	b0440	JW0430	ECK0434
461139	463010	protein_coding	D	ppiD	peptidyl-prolyl cis-trans isomerase	b0441	JW0431	ECK0435
463161	463532	protein_coding	D	ybaV	conserved hypothetical protein	b0442	JW0432	ECK0436
463626	464024	protein_coding	D	ybaW	conserved hypothetical protein	b0443	JW0433	ECK0437
464076	464771	protein_coding	C	ybaX	predicted aluminum resistance protein	b0444	JW0434	ECK0438
464836	466536	protein_coding	C	ybaE	predicted transporter subunit	b0445	JW0435	ECK0439
466636	467454	protein_coding	D	cof	thiamin pyrimidine pyrophosphate hydrolase	b0446	JW0436	ECK0440
467607	468065	protein_coding	D	ybaO	predicted DNA-binding transcriptional regulator	b0447	JW0437	ECK0441
468095	469867	protein_coding	D	mdlA	fused predicted multidrug transporter subunits and ATP-binding components of ABC superfamily	b0448	JW0438	ECK0442
469860	471641	protein_coding	D	mdlB	fused predicted multidrug transporter subunits and ATP binding components of ABC superfamily	b0449	JW5061	ECK0443
471822	472160	protein_coding	D	glnK	nitrogen assimilation regulatory protein for GlnL%2C GlnE%2C and AmtB	b0450	JW0440	ECK0444
472190	473476	protein_coding	D	amtB	ammonium transporter	b0451	JW0441	ECK0445
473525	474385	protein_coding	C	tesB	acyl-CoA thioesterase II	b0452	JW0442	ECK0446
474603	475175	protein_coding	D	ybaY	predicted outer membrane lipoprotein	b0453	JW0443	ECK0447
475206	475595	protein_coding	C	ybaZ	predicted methyltransferase	b0454	JW0444	ECK0448
475672	475785	misc_RNA	D	ffs		b0455	JWR0009	ECK0449
475896	476249	protein_coding	D	ybaA	conserved hypothetical protein	b0456	JW0445	ECK0450
476291	477841	protein_coding	C	ylaB	conserved inner membrane protein	b0457	JW5062	ECK0451
478005	478475	protein_coding	C	ylaC	predicted inner membrane protein	b0458	JW5063	ECK0452
478591	479142	protein_coding	C	maa	maltose O-acetyltransferase	b0459	JW0448	ECK0453
479314	479532	protein_coding	C	hha	modulator of gene expression%2C with H-NS	b0460	JW0449	ECK0454
479558	479932	protein_coding	C	ybaJ	hypothetical protein	b0461	JW0450	ECK0455
480478	483627	protein_coding	C	acrB	multidrug efflux system protein	b0462	JW0451	ECK0456
483650	484843	protein_coding	C	acrA	multidrug efflux system	b0463	JW0452	ECK0457
484985	485632	protein_coding	D	acrR	DNA-binding transcriptional regulator	b0464	JW0453	ECK0458
485760	489122	protein_coding	D	kefA	fused mechanosensitive channel proteins	b0465	JW0454	ECK0459
489334	489495	protein_coding	C	ybaM	hypothetical protein	b0466	JW0455	ECK0460
489509	490036	protein_coding	C	priC	primosomal replication protein N''	b0467	JW0456	ECK0461
490106	490483	protein_coding	D	ybaN	conserved inner membrane protein	b0468	JW0457	ECK0462
490636	491187	protein_coding	D	apt	adenine phosphoribosyltransferase	b0469	JW0458	ECK0463
491316	493247	protein_coding	D	dnaX	DNA polymerase III/DNA elongation factor III%2C tau and gamma subunits	b0470	JW0459	ECK0464
493300	493629	protein_coding	D	ybaB	conserved hypothetical protein	b0471	JW0460	ECK0465
493629	494234	protein_coding	D	recR	gap repair protein	b0472	JW0461	ECK0466
494344	496218	protein_coding	D	htpG	molecular chaperone HSP90 family	b0473	JW0462	ECK0467
496399	497043	protein_coding	D	adk	adenylate kinase	b0474	JW0463	ECK0468
497279	498241	protein_coding	D	hemH	ferrochelatase	b0475	JW0464	ECK0469
498238	499197	protein_coding	C	aes	acetyl esterase	b0476	JW0465	ECK0470
499349	500653	protein_coding	D	gsk	inosine/guanosine kinase	b0477	JW0466	ECK0471
500786	502462	protein_coding	C	ybaL	predicted transporter with NAD(P)-binding Rossmann-fold domain	b0478	JW0467	ECK0472
502700	503920	protein_coding	C	fsr	predicted fosmidomycin efflux system	b0479	JW0468	ECK0473
504138	505790	protein_coding	D	ushA	bifunctional UDP-sugar hydrolase and 5'-nucleotidase	b0480	JW0469	ECK0474
505827	506306	protein_coding	C	ybaK	conserved hypothetical protein	b0481	JW0470	ECK0475
506510	507304	protein_coding	C	ybaP	conserved hypothetical protein	b0482	JW0471	ECK0476
507442	507783	protein_coding	D	ybaQ	predicted DNA-binding transcriptional regulator	b0483	JW0472	ECK0477
