Start	End	CDS	Strand	Name	Locus_tag	Product	Bnb	JWnb	ECKnb
271855	272526	CDS	C	yahN	ECMDS42_0251	neutral amino-acid efflux system	b0328	JW0320	ECK0326
272673	272948	CDS	D	yahO	ECMDS42_0252	predicted protein	b0329	JW0321	ECK0327
273046	274632	CDS	C	prpR	ECMDS42_0253	DNA-binding transcriptional regulator	b0330	JW0322	ECK0328
274871	275761	CDS	D	prpB	ECMDS42_0254	2-methylisocitrate lyase	b0331	JW0323	ECK0329
276201	277370	CDS	D	prpC	ECMDS42_0255	2-methylcitrate synthase	b0333	JW0324	ECK0330
277404	278855	CDS	D	prpD	ECMDS42_0256	2-methylcitrate dehydratase	b0334	JW0325	ECK0331
278895	280781	CDS	D	prpE	ECMDS42_0257	predicted propionyl-CoA synthetase with ATPase domain	b0335	JW0326	ECK0332
281111	282370	CDS	D	codB	ECMDS42_0258	cytosine transporter	b0336	JW0327	ECK0333
282360	283643	CDS	D	codA	ECMDS42_0259	cytosine deaminase	b0337	JW0328	ECK0334
283980	284879	CDS	C	cynR	ECMDS42_0260	DNA-binding transcriptional dual regulator	b0338	JW5894	ECK0335
284988	285647	CDS	D	cynT	ECMDS42_0261	carbonic anhydrase	b0339	JW0330	ECK0336
285678	286148	CDS	D	cynS	ECMDS42_0262	cyanate aminohydrolase	b0340	JW0331	ECK0337
286181	287335	CDS	D	cynX	ECMDS42_0263	predicted cyanate transporter	b0341	JW0332	ECK0338
287438	288049	CDS	C	lacA	ECMDS42_0264	thiogalactoside acetyltransferase	b0342	JW0333	ECK0339
288115	289368	CDS	C	lacY	ECMDS42_0265	lactose/galactose transporter	b0343	JW0334	ECK0340
289420	292494	CDS	C	lacZ	ECMDS42_0266	beta-D-galactosidase	b0344	JW0335	ECK0341
292617	293699	CDS	C	lacI	ECMDS42_0267	DNA-binding transcriptional repressor	b0345	JW0336	ECK0342
293776	294723	CDS	C	mhpR	ECMDS42_0268	DNA-binding transcriptional activator%2C 3HPP-binding	b0346	JW0337	ECK0343
294800	296464	CDS	D	mhpA	ECMDS42_0269	3-(3-hydroxyphenyl)propionate hydroxylase	b0347	JW0338	ECK0344
296466	297410	CDS	D	mhpB	ECMDS42_0270	2%2C3-dihydroxyphenylpropionate 1%2C2-dioxygenase	b0348	JW0339	ECK0345
297413	298294	CDS	D	mhpC	ECMDS42_0271	2-hydroxy-6-ketonona-2%2C4-dienedioic acid hydrolase	b0349	JW0340	ECK0346
298304	299113	CDS	D	mhpD	ECMDS42_0272	2-keto-4-pentenoate hydratase	b0350	JW0341	ECK0347
299110	300060	CDS	D	mhpF	ECMDS42_0273	acetaldehyde-CoA dehydrogenase II%2C NAD-binding	b0351	JW0342	ECK0348
300057	301070	CDS	D	mhpE	ECMDS42_0274	4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase%2C class I	b0352	JW0343	ECK0349
301648	302859	CDS	D	mhpT	ECMDS42_0275	predicted 3-hydroxyphenylpropionic transporter	b0353	JW5046	ECK0350
302961	303500	CDS	D	yaiL	ECMDS42_0276	BAL37584.1	b0354	JW0345	ECK0351
303724	304557	CDS	C	frmB	ECMDS42_0277	predicted esterase	b0355	JW0346	ECK0352
304651	305760	CDS	C	frmA	ECMDS42_0278	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase	b0356	JW0347	ECK0353
305795	306070	CDS	C	frmR	ECMDS42_0279	regulator protein that represses frmRAB operon	b0357	JW0348	ECK0354
306404	307378	CDS	C	hemB	ECMDS42_0280	porphobilinogen synthase	b0369	JW0361	ECK0366
307572	308666	CDS	C	ddlA	ECMDS42_0281	D-alanine-D-alanine ligase A	b0381	JW0372	ECK0376
309129	309389	CDS	D	yaiB	ECMDS42_0282	predicted protein	b0382	JW0373	ECK0377
309490	310905	CDS	D	phoA	ECMDS42_0283	alkaline phosphatase	b0383	JW0374	ECK0378
311024	311344	CDS	D	psiF	ECMDS42_0284	conserved protein	b0384	JW5054	ECK0379
311446	312561	CDS	D	yaiC	ECMDS42_0285	predicted diguanylate cyclase	b0385	JW0376	ECK0380
312578	313387	CDS	C	proC	ECMDS42_0286	pyrroline-5-carboxylate reductase%2C NAD(P)-binding	b0386	JW0377	ECK0381
313507	313965	CDS	D	yaiI	ECMDS42_0287	conserved protein	b0387	JW0378	ECK0382
314148	314672	CDS	D	aroL	ECMDS42_0288	shikimate kinase II	b0388	JW0379	ECK0383
314722	314913	CDS	D	yaiA	ECMDS42_0289	predicted protein	b0389	JW0380	ECK0384
315171	315848	CDS	D	aroM	ECMDS42_0290	conserved protein	b0390	JW0381	ECK0385
315920	316204	CDS	D	yaiE	ECMDS42_0291	conserved protein	b0391	JW0382	ECK0386
316412	316693	CDS	D	ykiA	ECMDS42_0292	predicted protein	b0392	JW0383	ECK0387
316851	317762	CDS	C	rdgC	ECMDS42_0293	DNA-binding protein%2C non-specific	b0393	JW0384	ECK0388
317887	318795	CDS	D	mak	ECMDS42_0294	manno(fructo)kinase	b0394	JW0385	ECK0389
319040	320224	CDS	C	araJ	ECMDS42_0295	predicted transporter	b0396	JW0386	ECK0390
320350	323496	CDS	C	sbcC	ECMDS42_0296	exonuclease%2C dsDNA%2C ATP-dependent	b0397	JW0387	ECK0391
323493	324695	CDS	C	sbcD	ECMDS42_0297	exonuclease%2C dsDNA%2C ATP-dependent	b0398	JW0388	ECK0392
324885	325574	CDS	D	phoB	ECMDS42_0298	DNA-binding response regulator in two-component regulatory system with PhoR	b0399	JW0389	ECK0393
325632	326927	CDS	D	phoR	ECMDS42_0299	sensory histidine kinase in two-component regulatory system with PhoB	b0400	JW0390	ECK0394
327334	328653	CDS	D	brnQ	ECMDS42_0300	predicted branched chain amino acid transporter	b0401	JW0391	ECK0395
328729	330102	CDS	D	proY	ECMDS42_0301	predicted cryptic proline transporter	b0402	JW5055	ECK0396
330258	332075	CDS	D	malZ	ECMDS42_0302	maltodextrin glucosidase	b0403	JW0393	ECK0397
332080	332661	CDS	C	yajB	ECMDS42_0303	conserved protein	b0404	JW0394	ECK0398
332754	333824	CDS	D	queA	ECMDS42_0304	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	b0405	JW0395	ECK0399
333880	335007	CDS	D	tgt	ECMDS42_0305	tRNA-guanine transglycosylase	b0406	JW0396	ECK0400
335030	335362	CDS	D	yajC	ECMDS42_0306	SecYEG protein translocase auxillary subunit	b0407	JW0397	ECK0401
335390	337237	CDS	D	secD	ECMDS42_0307	SecYEG protein translocase auxillary subunit	b0408	JW0398	ECK0402
337248	338219	CDS	D	secF	ECMDS42_0308	SecYEG protein translocase auxillary subunit	b0409	JW0399	ECK0403
338348	338695	CDS	D	yajD	ECMDS42_0309	conserved protein	b0410	JW0400	ECK0404
338872	339756	CDS	C	tsx	ECMDS42_0310	nucleoside channel%2C receptor of phage T6 and colicin K	b0411	JW0401	ECK0405
340055	340594	CDS	C	yajI	ECMDS42_0311	predicted lipoprotein	b0412	JW5056	ECK0406
340745	341194	CDS	D	ybaD	ECMDS42_0312	conserved protein	b0413	JW0403	ECK0407
341198	342301	CDS	D	ribD	ECMDS42_0313	fused diaminohydroxyphosphoribosylaminopyrimidin e deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	b0414	JW0404	ECK0408
342390	342860	CDS	D	ribE	ECMDS42_0314	riboflavin synthase beta chain	b0415	JW0405	ECK0409
342880	343299	CDS	D	nusB	ECMDS42_0315	transcription antitermination protein	b0416	JW0406	ECK0410
343377	344354	CDS	D	thiL	ECMDS42_0316	thiamin-monophosphate kinase	b0417	JW0407	ECK0411
344332	344850	CDS	D	pgpA	ECMDS42_0317	phosphatidylglycerophosphatase A	b0418	JW0408	ECK0412
344904	345878	CDS	C	yajO	ECMDS42_0318	predicted oxidoreductase%2C NAD(P)-binding	b0419	JW0409	ECK0413
346058	347920	CDS	C	dxs	ECMDS42_0319	1-deoxyxylulose-5-phosphate synthase%2C thiamine-requiring%2C FAD-requiring	b0420	JW0410	ECK0414
347945	348844	CDS	C	ispA	ECMDS42_0320	geranyltranstransferase	b0421	JW0411	ECK0415
348844	349086	CDS	C	xseB	ECMDS42_0321	exonuclease VII small subunit	b0422	JW0412	ECK0416
349292	350740	CDS	D	thiI	ECMDS42_0322	sulfurtransferase required for thiamine and 4-thiouridine biosynthesis	b0423	JW0413	ECK0417
350794	351384	CDS	C	yajL	ECMDS42_0323	conserved protein	b0424	JW5057	ECK0418
351347	352258	CDS	C	panE	ECMDS42_0324	2-dehydropantoate reductase%2C NADPH-specific	b0425	JW0415	ECK0419
352426	352917	CDS	D	yajQ	ECMDS42_0325	predicted nucleotide binding protein	b0426	JW5058	ECK0420
353045	354409	CDS	C	yajR	ECMDS42_0326	predicted transporter	b0427	JW5059	ECK0421
354558	355448	CDS	C	cyoE	ECMDS42_0327	protoheme IX farnesyltransferase	b0428	JW0418	ECK0422
355460	355789	CDS	C	cyoD	ECMDS42_0328	cytochrome o ubiquinol oxidase subunit IV	b0429	JW0419	ECK0423
355789	356403	CDS	C	cyoC	ECMDS42_0329	cytochrome o ubiquinol oxidase subunit III	b0430	JW0420	ECK0424
356393	358384	CDS	C	cyoB	ECMDS42_0330	cytochrome o ubiquinol oxidase subunit I	b0431	JW0421	ECK0425
358406	359353	CDS	C	cyoA	ECMDS42_0331	cytochrome o ubiquinol oxidase subunit II	b0432	JW0422	ECK0426
359813	361288	CDS	C	ampG	ECMDS42_0332	muropeptide transporter	b0433	JW0423	ECK0427
361332	361910	CDS	C	yajG	ECMDS42_0333	predicted lipoprotein	b0434	JW0424	ECK0428
362215	362532	CDS	D	bolA	ECMDS42_0334	regulator of penicillin binding proteins and beta lactamase transcription	b0435	JW5060	ECK0429
362876	364174	CDS	D	tig	ECMDS42_0335	peptidyl-prolyl cis/trans isomerase	b0436	JW0426	ECK0430
364420	365043	CDS	D	clpP	ECMDS42_0336	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	b0437	JW0427	ECK0431
365169	366443	CDS	D	clpX	ECMDS42_0337	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease	b0438	JW0428	ECK0432
366631	368985	CDS	D	lon	ECMDS42_0338	DNA-binding ATP-dependent protease La	b0439	JW0429	ECK0433
369194	369466	CDS	D	hupB	ECMDS42_0339	HU%2C DNA-binding transcriptional regulator%2C beta subunit	b0440	JW0430	ECK0434
369658	371529	CDS	D	ppiD	ECMDS42_0340	peptidyl-prolyl cis-trans isomerase	b0441	JW0431	ECK0435
371680	372051	CDS	D	ybaV	ECMDS42_0341	conserved protein	b0442	JW0432	ECK0436
372145	372543	CDS	D	ybaW	ECMDS42_0342	conserved protein	b0443	JW0433	ECK0437
372595	373290	CDS	C	ybaX	ECMDS42_0343	predicted aluminum resistance protein	b0444	JW0434	ECK0438
373355	375055	CDS	C	ybaE	ECMDS42_0344	predicted transporter subunit	b0445	JW0435	ECK0439
375155	375973	CDS	D	cof	ECMDS42_0345	thiamin pyrimidine pyrophosphate hydrolase	b0446	JW0436	ECK0440
376126	376584	CDS	D	ybaO	ECMDS42_0346	predicted DNA-binding transcriptional regulator	b0447	JW0437	ECK0441
376614	378386	CDS	D	mdlA	ECMDS42_0347	fused predicted multidrug transporter subunits	b0448	JW0438	ECK0442
378379	380160	CDS	D	mdlB	ECMDS42_0348	fused predicted multidrug transporter subunits	b0449	JW5061	ECK0443
380341	380679	CDS	D	glnK	ECMDS42_0349	nitrogen assimilation regulatory protein for GlnL%2C GlnE%2C and AmtB	b0450	JW0440	ECK0444
380709	381995	CDS	D	amtB	ECMDS42_0350	ammonium transporter	b0451	JW0441	ECK0445
382044	382904	CDS	C	tesB	ECMDS42_0351	acyl-CoA thioesterase II	b0452	JW0442	ECK0446
383122	383694	CDS	D	ybaY	ECMDS42_0352	predicted outer membrane lipoprotein	b0453	JW0443	ECK0447
383725	384114	CDS	C	ybaZ	ECMDS42_0353	predicted methyltransferase	b0454	JW0444	ECK0448
384415	384768	CDS	D	ybaA	ECMDS42_0355	conserved protein	b0456	JW0445	ECK0450
384810	386360	CDS	C	ylaB	ECMDS42_0356	conserved inner membrane protein	b0457	JW5062	ECK0451
386524	386994	CDS	C	ylaC	ECMDS42_0357	predicted inner membrane protein	b0458	JW5063	ECK0452
387110	387661	CDS	C	maa	ECMDS42_0358	maltose O-acetyltransferase	b0459	JW0448	ECK0453
387833	388051	CDS	C	hha	ECMDS42_0359	modulator of gene expression%2C with H-NS	b0460	JW0449	ECK0454
388077	388451	CDS	C	ybaJ	ECMDS42_0360	predicted protein	b0461	JW0450	ECK0455
388997	392146	CDS	C	acrB	ECMDS42_0361	multidrug efflux system protein	b0462	JW0451	ECK0456
392169	393362	CDS	C	acrA	ECMDS42_0362	multidrug efflux system	b0463	JW0452	ECK0457
393504	394151	CDS	D	acrR	ECMDS42_0363	DNA-binding transcriptional regulator	b0464	JW0453	ECK0458
394279	397641	CDS	D	kefA	ECMDS42_0364	fused mechanosensitive channel proteins	b0465	JW0454	ECK0459
397853	398014	CDS	C	ybaM	ECMDS42_0365	predicted protein	b0466	JW0455	ECK0460
398028	398555	CDS	C	priC	ECMDS42_0366	primosomal replication protein N''	b0467	JW0456	ECK0461
398625	399002	CDS	D	ybaN	ECMDS42_0367	conserved inner membrane protein	b0468	JW0457	ECK0462
399155	399706	CDS	D	apt	ECMDS42_0368	adenine phosphoribosyltransferase	b0469	JW0458	ECK0463
399835	401766	CDS	D	dnaX	ECMDS42_0369	DNA polymerase III/DNA elongation factor III%2C tau and gamma subunits	b0470	JW0459	ECK0464
401819	402148	CDS	D	ybaB	ECMDS42_0370	conserved protein	b0471	JW0460	ECK0465
402148	402753	CDS	D	recR	ECMDS42_0371	gap repair protein	b0472	JW0461	ECK0466
402863	404737	CDS	D	htpG	ECMDS42_0372	molecular chaperone HSP90 family	b0473	JW0462	ECK0467
404918	405562	CDS	D	adk	ECMDS42_0373	adenylate kinase	b0474	JW0463	ECK0468
405798	406760	CDS	D	hemH	ECMDS42_0374	ferrochelatase	b0475	JW0464	ECK0469
406757	407716	CDS	C	aes	ECMDS42_0375	acetyl esterase	b0476	JW0465	ECK0470
407868	409172	CDS	D	gsk	ECMDS42_0376	inosine/guanosine kinase	b0477	JW0466	ECK0471
409305	410981	CDS	C	ybaL	ECMDS42_0377	predicted transporter with NAD(P)-binding Rossmann-fold domain	b0478	JW0467	ECK0472
411219	412439	CDS	C	fsr	ECMDS42_0378	predicted fosmidomycin efflux system	b0479	JW0468	ECK0473
412657	414309	CDS	D	ushA	ECMDS42_0379	bifunctional UDP-sugar hydrolase/5'-nucleotidase	b0480	JW0469	ECK0474
414346	414825	CDS	C	ybaK	ECMDS42_0380	conserved protein	b0481	JW0470	ECK0475
415029	415823	CDS	C	ybaP	ECMDS42_0381	conserved protein	b0482	JW0471	ECK0476
415961	416302	CDS	D	ybaQ	ECMDS42_0382	predicted DNA-binding transcriptional regulator	b0483	JW0472	ECK0477
416618	419122	CDS	C	copA	ECMDS42_0383	copper transporter	b0484	JW0473	ECK0478
419384	420316	CDS	D	ybaS	ECMDS42_0384	predicted glutaminase	b0485	JW0474	ECK0479
420319	421611	CDS	D	ybaT	ECMDS42_0385	predicted transporter	b0486	JW0475	ECK0480
421736	422143	CDS	D	cueR	ECMDS42_0386	DNA-binding transcriptional activator	b0487	JW0476	ECK0481
422144	422599	CDS	C	ybbJ	ECMDS42_0387	conserved inner membrane protein	b0488	JW5065	ECK0482
422599	423516	CDS	C	ybbK	ECMDS42_0388	predicted protease%2C membrane anchored	b0489	JW0478	ECK0483
423662	424339	CDS	D	ybbL	ECMDS42_0389	predicted transporter subunit	b0490	JW0479	ECK0484
424326	425105	CDS	D	ybbM	ECMDS42_0390	predicted inner membrane protein	b0491	JW5066	ECK0485
425168	426022	CDS	C	ybbN	ECMDS42_0391	predicted thioredoxin domain-containing protein	b0492	JW5067	ECK0486
426083	426892	CDS	C	ybbO	ECMDS42_0392	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	b0493	JW0482	ECK0487
426882	427508	CDS	C	tesA	ECMDS42_0393	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	b0494	JW0483	ECK0488
427476	428162	CDS	D	ybbA	ECMDS42_0394	predicted transporter subunit	b0495	JW0484	ECK0489
428159	430573	CDS	D	ybbP	ECMDS42_0395	predicted inner membrane protein	b0496	JW0485	ECK0490
430587	431681	CDS	C	ybbB	ECMDS42_0396	tRNA 2-selenouridine synthase%2C selenophosphate-dependent	b0503	JW0491	ECK0496
431750	432676	CDS	C	ybbS	ECMDS42_0397	transcriptional activator of the allD operon	b0504	JW0492	ECK0497
432906	433388	CDS	D	allA	ECMDS42_0398	ureidoglycolate hydrolase	b0505	JW0493	ECK0498
433466	434281	CDS	D	allR	ECMDS42_0399	DNA-binding transcriptional regulator	b0506	JW0494	ECK0499
434371	436152	CDS	D	gcl	ECMDS42_0400	glyoxylate carboligase	b0507	JW0495	ECK0500
436165	436941	CDS	D	hyi	ECMDS42_0401	hydroxypyruvate isomerase	b0508	JW0496	ECK0501
437041	437919	CDS	D	glxR	ECMDS42_0402	tartronate semialdehyde reductase%2C NADH-dependent	b0509	JW0497	ECK0502
437951	438229	CDS	D	ybbV	ECMDS42_0403	predicted protein	b0510	JW0498	ECK0503
438088	439542	CDS	D	ybbW	ECMDS42_0404	predicted allantoin transporter	b0511	JW0499	ECK0504
439602	440963	CDS	D	allB	ECMDS42_0405	allantoinase	b0512	JW0500	ECK0505
441020	442321	CDS	D	ybbY	ECMDS42_0406	predicted uracil/xanthine transporter	b0513	JW0501	ECK0506
442343	443488	CDS	D	glxK	ECMDS42_0407	glycerate kinase II	b0514	JW0502	ECK0507
443716	444501	CDS	C	ylbA	ECMDS42_0408	conserved protein	b0515	JW0503	ECK0508
444512	445747	CDS	C	allC	ECMDS42_0409	allantoate amidohydrolase	b0516	JW0504	ECK0509
445769	446818	CDS	C	allD	ECMDS42_0410	ureidoglycolate dehydrogenase	b0517	JW0505	ECK0510
447135	448802	CDS	D	fdrA	ECMDS42_0411	predicted acyl-CoA synthetase with NAD(P)-binding Rossmann-fold domain	b0518	JW0506	ECK0511
450082	450897	CDS	D	ylbF	ECMDS42_0415	conserved protein	b0520	JW0509	ECK0513
450894	451787	CDS	D	ybcF	ECMDS42_0416	predicted carbamate kinase	b0521	JW0510	ECK0514
451982	453049	CDS	C	purK	ECMDS42_0417	N5-carboxyaminoimidazole ribonucleotide synthase	b0522	JW0511	ECK0515
453046	453555	CDS	C	purE	ECMDS42_0418	N5-carboxyaminoimidazole ribonucleotide mutase	b0523	JW0512	ECK0516
453673	454395	CDS	C	lpxH	ECMDS42_0419	UDP-2%2C3-diacylglucosamine pyrophosphatase	b0524	JW0513	ECK0517
454398	454892	CDS	C	ppiB	ECMDS42_0420	peptidyl-prolyl cis-trans isomerase B	b0525	JW0514	ECK0518
455066	456451	CDS	D	cysS	ECMDS42_0421	cysteinyl-tRNA synthetase	b0526	JW0515	ECK0519
456487	457008	CDS	C	ybcI	ECMDS42_0422	conserved inner membrane protein	b0527	JW0516	ECK0520
457116	457328	CDS	C	ybcJ	ECMDS42_0423	predicted RNA-binding protein	b0528	JW5070	ECK0521
457330	458196	CDS	C	folD	ECMDS42_0424	bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase/5%2C10-methylene-tetrahydrofolate cyclohydrolase	b0529	JW0518	ECK0522
458667	459209	CDS	D	sfmA	ECMDS42_0425	predicted fimbrial-like adhesin protein	b0530	JW0519	ECK0523
459429	460121	CDS	D	sfmC	ECMDS42_0426	pilin chaperone%2C periplasmic	b0531	JW0520	ECK0524
460152	462755	CDS	D	sfmD	ECMDS42_0427	predicted outer membrane export usher protein	b0532	JW0521	ECK0525
462797	463774	CDS	D	sfmH	ECMDS42_0428	predicted fimbrial-like adhesin protein	b0533	JW5071	ECK0526
463785	464300	CDS	D	sfmF	ECMDS42_0429	predicted fimbrial-like adhesin protein	b0534	JW5072	ECK0527
464303	464935	CDS	C	fimZ	ECMDS42_0430	predicted DNA-binding transcriptional regulator	b0535	JW5073	ECK0528
465548	466309	CDS	C	envY	ECMDS42_0432	DNA-binding transcriptional activator	b0566	JW0555	ECK0558
466492	467382	CDS	C	ybcH	ECMDS42_0433	predicted protein	b0567	JW0556	ECK0559
467383	470355	CDS	C	nfrA	ECMDS42_0434	bacteriophage N4 receptor%2C outer membrane subunit	b0568	JW0557	ECK0560
470342	472579	CDS	C	nfrB	ECMDS42_0435	bacteriophage N4 receptor%2C inner membrane subunit	b0569	JW0558	ECK0561
472729	474171	CDS	C	cusS	ECMDS42_0436	sensory histidine kinase in two-component regulatory system with CusR%2C senses copper ions	b0570	JW5082	ECK0562
474161	474844	CDS	C	cusR	ECMDS42_0437	DNA-binding response regulator in two-component regulatory system with CusS	b0571	JW0560	ECK0563
475001	476374	CDS	D	cusC	ECMDS42_0438	copper/silver efflux system%2C outer membrane component	b0572	JW0561	ECK0564
476532	476864	CDS	D	cusF	ECMDS42_0439	periplasmic copper-binding protein	b0573	JW0562	ECK0565
476880	478103	CDS	D	cusB	ECMDS42_0440	copper/silver efflux system%2C membrane fusion protein	b0574	JW0563	ECK0566
478115	481258	CDS	D	cusA	ECMDS42_0441	copper/silver efflux system%2C membrane component	b0575	JW0564	ECK0567
481360	482736	CDS	D	pheP	ECMDS42_0442	phenylalanine transporter	b0576	JW0565	ECK0568
482975	483604	CDS	C	entD	ECMDS42_0443	phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex	b0583	JW5085	ECK0575
483770	486010	CDS	C	fepA	ECMDS42_0444	iron-enterobactin outer membrane transporter	b0584	JW5086	ECK0576
486331	487455	CDS	D	fes	ECMDS42_0445	enterobactin/ferric enterobactin esterase	b0585	JW0576	ECK0577
487458	487676	CDS	D	ybdZ	ECMDS42_0446	conserved protein	b4511	JW0577	ECK0578
487673	491554	CDS	D	entF	ECMDS42_0447	enterobactin synthase multienzyme complex component%2C ATP-dependent	b0586	JW0578	ECK0579
491770	492903	CDS	D	fepE	ECMDS42_0448	regulator of length of O-antigen component of lipopolysaccharide chains	b0587	JW0579	ECK0580
492900	493715	CDS	C	fepC	ECMDS42_0449	iron-enterobactin transporter subunit	b0588	JW0580	ECK0581
493712	494704	CDS	C	fepG	ECMDS42_0450	iron-enterobactin transporter subunit	b0589	JW0581	ECK0582
494701	495705	CDS	C	fepD	ECMDS42_0451	iron-enterobactin transporter subunit	b0590	JW0582	ECK0583
495816	497066	CDS	D	ybdA	ECMDS42_0452	predicted transporter	b0591	JW0583	ECK0584
497070	498026	CDS	C	fepB	ECMDS42_0453	iron-enterobactin transporter subunit	b0592	JW0584	ECK0585
498401	499576	CDS	D	entC	ECMDS42_0454	isochorismate synthase 1	b0593	JW0585	ECK0586
499586	501196	CDS	D	entE	ECMDS42_0455	2%2C3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex	b0594	JW0586	ECK0587
501210	502067	CDS	D	entB	ECMDS42_0456	isochorismatase	b0595	JW0587	ECK0588
502067	502813	CDS	D	entA	ECMDS42_0457	2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase	b0596	JW0588	ECK0589
502816	503229	CDS	D	ybdB	ECMDS42_0458	conserved protein	b0597	JW0589	ECK0590
503410	505515	CDS	D	cstA	ECMDS42_0459	carbon starvation protein	b0598	JW0590	ECK0591
505698	505895	CDS	D	ybdD	ECMDS42_0460	conserved protein	b4512	JW0591	ECK0592
505905	506993	CDS	C	ybdH	ECMDS42_0461	predicted oxidoreductase	b0599	JW0592	ECK0593
507102	508262	CDS	D	ybdL	ECMDS42_0462	methionine aminotransferase%2C PLP-dependent	b0600	JW0593	ECK0594
508263	508892	CDS	C	ybdM	ECMDS42_0463	conserved protein	b0601	JW0594	ECK0595
508865	510085	CDS	C	ybdN	ECMDS42_0464	conserved protein	b0602	JW0595	ECK0596
510232	511134	CDS	C	ybdO	ECMDS42_0465	predicted DNA-binding transcriptional regulator	b0603	JW0596	ECK0597
511343	512089	CDS	C	dsbG	ECMDS42_0466	periplasmic disulfide isomerase/thiol-disulphide oxidase	b0604	JW0597	ECK0598
512461	513024	CDS	D	ahpC	ECMDS42_0467	alkyl hydroperoxide reductase%2C C22 subunit	b0605	JW0598	ECK0599
513269	514834	CDS	D	ahpF	ECMDS42_0468	alkyl hydroperoxide reductase%2C F52a subunit%2C FAD/NAD(P)-binding	b0606	JW0599	ECK0600
514955	515383	CDS	C	uspG	ECMDS42_0469	universal stress protein UP12	b0607	JW0600	ECK0601
515604	516842	CDS	D	ybdR	ECMDS42_0470	predicted oxidoreductase%2C Zn-dependent and NAD(P)-binding	b0608	JW0601	ECK0602
517073	517483	CDS	C	rnk	ECMDS42_0471	regulator of nucleoside diphosphate kinase	b0610	JW0602	ECK0603
517713	518519	CDS	C	rna	ECMDS42_0472	ribonuclease I	b0611	JW0603	ECK0604
518633	520096	CDS	C	citT	ECMDS42_0473	citrate:succinate antiporter	b0612	JW0604	ECK0605
520147	521025	CDS	C	citG	ECMDS42_0474	triphosphoribosyl-dephospho-CoA transferase	b0613	JW0605	ECK0606
521000	521551	CDS	C	citX	ECMDS42_0475	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	b0614	JW0606	ECK0607
521555	523087	CDS	C	citF	ECMDS42_0476	citrate lyase%2C citrate-ACP transferase (alpha) subunit	b0615	JW5087	ECK0608
523098	524006	CDS	C	citE	ECMDS42_0477	citrate lyase%2C citryl-ACP lyase (beta) subunit	b0616	JW0608	ECK0609
524003	524299	CDS	C	citD	ECMDS42_0478	citrate lyase%2C acyl carrier (gamma) subunit	b0617	JW0609	ECK0610
524314	525372	CDS	C	citC	ECMDS42_0479	citrate lyase synthetase	b0618	JW0610	ECK0611
525751	527409	CDS	D	citA	ECMDS42_0480	sensory histidine kinase in two-component regulatory system with citB	b0619	JW0611	ECK0612
527378	528058	CDS	D	citB	ECMDS42_0481	DNA-binding response regulator in two-component regulatory system with citA	b0620	JW0612	ECK0613
528099	529484	CDS	C	dcuC	ECMDS42_0482	anaerobic C4-dicarboxylate transport	b0621	JW0616	ECK0614
530073	530633	CDS	D	crcA	ECMDS42_0483	palmitoyl transferase for Lipid A	b0622	JW0617	ECK0615
